year,repo,commit,root_cause,symptom,code_add,code_remove,platform_related,error_handling,propagation_chain_1,propagation_chain_2,len_panic
2023,rust-analyzer,938a39ab,Alg,Behavior,17,9,0,1,safe,safe,-1
2023,rust-analyzer,9fca0a4a,Cod,Panic,30,2,0,0,safe,safe,3
2023,rust-analyzer,a04d8456,Alg,Behavior,62,2,0,1,safe,safe,-1
2023,rust-analyzer,a1b536ec,Alg,Behavior,274,49,0,1,safe,safe,-1
2023,rust-analyzer,a1ca52e2,Doc,Behavior,56,21,0,1,safe,safe,-1
2023,rust-analyzer,a317fa86,Doc,Behavior,1,0,0,0,safe,safe,-1
2023,rust-analyzer,a512774f,Doc,Behavior,203,10,0,0,safe,safe,-1
2023,rust-analyzer,a7387375,Doc,Behavior,13,1,0,0,safe,safe,-1
2023,rust-analyzer,ad434fc4,Alg,Behavior,38,7,0,0,safe,safe,-1
2023,rust-analyzer,adbda943,Alg,Crash,37,1,0,1,safe,safe,-1
2023,rust-analyzer,af4ba46b,Doc,Behavior,219,68,0,1,safe,safe,-1
2023,rust-analyzer,aff6cb00,Alg,Behavior,98,22,0,1,safe,safe,-1
2023,rust-analyzer,b1f89a84,Alg,Crash,22,1,0,1,safe,safe,-1
2023,rust-analyzer,bd38871a,Doc,Behavior,123,10,0,1,safe,safe,-1
2023,rust-analyzer,c97aae38,Alg,Behavior,176,15,0,1,safe,safe,-1
2023,rust-analyzer,cbd14e98,Unwrap,Panic,9,10,0,0,safe,safe,-2
2023,rust-analyzer,cccc7ca2,Alg,Crash,503,38,0,1,safe,safe,-1
2023,rust-analyzer,ccd142c6,Alg,Behavior,5,1,0,1,safe,safe,-1
2023,rust-analyzer,cd4ac0d8,Alg,Behavior,141,11,0,1,safe,safe,-1
2023,rust-analyzer,ce67dea2,Alg,Behavior,202,64,0,1,safe,safe,-1
2023,rust-analyzer,ce86f12e,Alg,Behavior,61,0,0,0,safe,safe,-1
2023,rust-analyzer,cecbed98,Alg,Behavior,89,5,0,1,safe,safe,-1
2023,rust-analyzer,d1c79843,Alg,Crash,20,7,0,1,safe,safe,-1
2023,rust-analyzer,dca63d1b,Alg,Behavior,174,47,0,1,safe,safe,-1
2023,rust-analyzer,dd0c29c9,Doc,Behavior,374,75,0,0,safe,safe,-1
2023,rust-analyzer,dd673eea,Unwrap,Panic,30,15,0,1,safe,safe,1
2023,rust-analyzer,e125bee0,Cod,Behavior,38,1,0,0,safe,safe,-1
2023,rust-analyzer,e611fbe6,Alg,Behavior,16,5,0,1,safe,safe,-1
2023,rust-analyzer,e9e57725,Doc,Behavior,71,11,0,1,safe,safe,-1
2023,rust-analyzer,efd3094a,Doc,Behavior,23,10,0,2,safe,safe,-1
2023,rust-analyzer,f6bffa4d,Alg,Behavior,37,17,0,0,safe,safe,-1
2023,rust-analyzer,fa3db447,Alg,Behavior,39,4,0,0,safe,safe,-1
2023,rust-analyzer,ff156348,Alg,Crash,22,1,0,1,safe,safe,-1
2023,snarkOS,issue-2250,Ver,Panic,1,1,0,0,safe,safe,-1
2023,snarkOS,issue-2390,Attr,Compile,7,0,1,0,safe,safe,-1
2023,snarkOS,issue-2412,Ver,Compile,248,93,0,0,safe,safe,-1
2023,tikv,0774262d,Conc,Panic,37,6,0,1,safe,safe,3
2023,tikv,07b2bde1,Alg,Panic,62,16,0,0,safe,safe,-2
2023,tikv,0cb091d3,Doc,Behavior,23,4,0,0,safe,safe,-1
2023,tikv,0f284c18,Alg,Performance,2,1,0,0,safe,safe,-1
2023,tikv,0f3013ed,Alg,Panic,170,6,0,1,safe,safe,-2
2023,tikv,10e93a76,Alg,Panic,26,50,0,0,safe,safe,3
2023,tikv,14dd2296,Alg,Panic,2,1,0,0,safe,safe,-3
2023,tikv,189e4c46,Alg,Crash,30,4,0,1,safe,safe,-1
2023,tikv,1b01a18f,Owner,Behavior,12,7,0,0,safe,safe,-1
2023,tikv,1d252058,Doc,Behavior,42,0,0,1,safe,safe,-1
2023,tikv,1d97f4d5,Doc,Behavior,46,13,0,1,safe,safe,-1
2023,tikv,1df793c2,Type,Crash,2,1,0,2,safe,safe,-1
2023,tikv,1f3e7530,Alg,Panic,4,0,0,0,safe,safe,3
2023,tikv,21ef3640,Alg,Panic,160,101,0,1,safe,safe,3
2023,tikv,21f3ef9c,Ver,Panic,10,5,0,1,safe,safe,3
2023,tikv,22364f2c,Cod,Panic,2,2,0,3,safe,safe,-1
2023,tikv,23a22882,Alg,Performance,126,2,0,1,safe,safe,-1
2023,tikv,26813ba8,Alg,Performance,158,33,0,1,safe,safe,-1
2023,tikv,27f4d8c9,Alg,Panic,51,17,0,2,safe,safe,-3
2023,tikv,2d2e8038,Alg,Behavior,3,3,0,0,safe,safe,-1
2023,tikv,312e0fb7,Ver,Performance,392,1271,0,0,safe,safe,-1
2023,tikv,315d4027,Alg,Performance,108,208,0,1,safe,safe,-1
2023,tikv,321aa833,Alg,Behavior,16,4,0,1,safe,safe,-1
2023,tikv,32c030dc,Alg,Performance,15,4,0,1,safe,safe,-1
2023,tikv,3482a1ca,Mac,Panic,22,5,0,2,safe,safe,-1
2023,tikv,35856418,Owner,Panic,157,9,0,1,safe,safe,3
2023,tikv,384aaeb3,Owner,Behavior,12,5,0,0,safe,safe,-1
2023,tikv,3e399f74,Mem,Performance,65,17,0,0,safe,safe,-1
2023,tikv,404c777e,Unwrap,Panic,37,11,0,1,safe,safe,-1
2023,tikv,4093bda1,Cod,Behavior,21,6,0,1,safe,safe,-1
2023,tikv,40b225f7,Alg,Panic,121,27,0,1,unsafe,safe,3
2023,tikv,41da1b21,Mem,Performance,21,1,0,0,safe,safe,-1
2023,tikv,42882f8b,Alg,Panic,14,9,0,0,safe,safe,3
2023,tikv,495abac0,Alg,Crash,23,5,0,1,safe,safe,-1
2023,tikv,4e3102e8,Owner,Panic,278,46,0,1,safe,safe,-2
2023,tikv,4f2430d7,Alg,Panic,32,5,0,0,safe,safe,3
2023,tikv,4fb70fbe,Mem,Performance,35,24,0,1,safe,safe,-1
2023,tikv,528e06dc,Mem,Crash,9,12,0,0,safe,safe,-1
2023,tikv,54c5ec7f,Conc,Performance,241,37,0,1,safe,safe,-1
2023,tikv,5a8d477f,Alg,Panic,73,32,0,1,safe,safe,3
2023,tikv,61380e35,Conc,Behavior,77,13,0,1,safe,safe,-1
2023,tikv,69dba51a,Unwrap,Panic,112,12,0,1,safe,safe,3
2023,tikv,6b91e4a2,Mem,Crash,465,75,0,1,safe,safe,-1
2023,tikv,6ca4a629,Alg,Security,23,5,0,1,safe,safe,-1
2023,tikv,6ea9c3af,Unwrap,Panic,17,11,0,1,safe,safe,-1
2023,tikv,74f82f65,Alg,Behavior,12,4,0,1,safe,safe,-1
2023,tikv,763069ed,Attr,Compile,1,0,0,0,safe,safe,-1
2023,tikv,76bbf950,Alg,Performance,16,4,0,1,safe,safe,-1
2023,tikv,76df17e2,Conc,Crash,29,16,0,1,safe,safe,-1
2023,tikv,77bdd414,Conc,Panic,15,6,0,1,safe,safe,3
2023,tikv,7a045008,Alg,Behavior,137,50,0,1,safe,safe,-1
2023,tikv,7ab1702f,Alg,Performance,287,17,0,1,safe,safe,-1
2023,tikv,7c20add6,Alg,Behavior,43,13,0,1,safe,safe,-1
2023,tikv,7e8ae8d1,Alg,Panic,286,154,0,1,safe,safe,3
2023,tikv,7f098aec,Alg,Panic,53,13,0,2,safe,safe,-1
2023,tikv,82d1c20a,Mac,Panic,0,0,0,0,safe,safe,-1
2023,tikv,87b2fe35,Mem,Performance,42,3,0,1,Interior unsafe,safe,-1
2023,tikv,977888de,Alg,Panic,78,21,0,1,safe,safe,3
2023,tikv,98eb383b,Alg,Panic,43,12,0,1,safe,safe,3
2023,tikv,9aad050b,Alg,Performance,10,11,0,2,safe,safe,-1
2023,tikv,9b1a816f,Alg,Performance,111,15,0,1,safe,safe,-1
2023,tikv,9c0df6d6,Alg,Behavior,5,4,0,0,safe,safe,-1
2023,tikv,9e969a58,Mem,Crash,12,0,0,1,safe,safe,-1
2023,tikv,a45c7de5,Alg,Panic,19,12,0,2,safe,safe,3
2023,tikv,a4a3664c,Attr,Compile,5,2,1,0,safe,safe,-1
2023,tikv,a56fe6ab,Alg,Panic,17,3,0,0,safe,safe,3
2023,tikv,a675ca8e,Alg,Behavior,6,3,0,0,safe,safe,-1
2023,tikv,abb672b8,Unwrap,Panic,132,10,0,1,safe,safe,-1
2023,tikv,b4e0bf7b,Alg,Crash,89,34,0,1,safe,safe,-1
2023,tikv,ba7164d5,Cod,Behavior,92,6,0,0,safe,safe,-1
2023,tikv,bb7bd139,Conc,Performance,159,108,0,1,safe,safe,-1
2023,tikv,bd665121,Conc,Performance,197,50,0,1,safe,safe,-1
2023,tikv,bea230d9,Unwrap,Panic,7,1,0,1,safe,safe,3
2023,tikv,c5ce165a,Alg,Performance,173,83,0,1,safe,safe,-1
2023,tikv,c5e8704c,Unwrap,Panic,15,4,0,1,safe,safe,-1
2023,tikv,c66bfe87,Mem,Performance,160,123,0,1,safe,safe,-1
2023,tikv,d33dcabb,Alg,Panic,47,46,0,1,safe,safe,3
2023,tikv,d42aa0b4,Ver,Performance,112,16,0,0,safe,safe,-1
2023,tikv,d8756403,Alg,Panic,157,218,0,1,safe,safe,3
2023,tikv,de78be91,Owner,Behavior,30,11,0,0,safe,safe,-1
2023,tikv,e01c9789,Alg,Performance,58,45,0,1,safe,safe,-1
2023,tikv,e05f8f3a,Num,Panic,9,5,0,0,safe,safe,-3
2023,tikv,e29d3a98,Alg,Panic,55,55,0,1,safe,safe,3
2023,tikv,e61b51df,Alg,Behavior,84,51,0,1,safe,safe,-1
2023,tikv,fd2db9a7,Alg,Panic,19,1,0,1,safe,safe,0
2023,tokio,0dc1b71e,Alg,Performance,38,185,0,0,safe,safe,-1
2023,tokio,0f296d20,Mac,Panic,19,2,0,0,safe,safe,-1
2023,tokio,171ce0f,Unsound,Security,16,5,0,0,safe,unsafe,-1
2023,tokio,1bfe778a,Mem,Crash,242,155,0,0,unsafe,safe,-1
2023,tokio,3dd5f7ae,Conc,Performance,76,2,0,0,safe,safe,-1
2023,tokio,40782efb,Mac,Compile,18,2,0,0,safe,safe,-1
2023,tokio,5d29bdfb,Alg,Behavior,55,1,0,1,safe,safe,-1
2023,tokio,654a3d5a,Type,Panic,2,1,0,1,safe,safe,-1
2023,tokio,68b02db1,Conc,Behavior,142,12,0,0,unsafe,unsafe,-1
2023,tokio,6b076a27,Conc,Behavior,1,0,0,0,safe,safe,-1
2023,tokio,6e990eb2,Alg,Panic,20,7,0,0,safe,safe,0
2023,tokio,74a5a458,Doc,Behavior,1,1,0,0,safe,safe,-1
2023,tokio,795754a8,Conc,Behavior,474,44,0,1,unsafe,safe,-1
2023,tokio,80ec8016,Doc,Behavior,67,28,0,0,safe,safe,-1
2023,tokio,84ed35ef,Doc,Behavior,4,0,0,0,safe,safe,-1
2023,tokio,8b44077e,Type,Compile,3,0,0,0,safe,safe,-1
2023,tokio,9f9e596e,Bound,Panic,45,5,0,0,safe,safe,2
2023,tokio,bc48a6fa,Doc,Behavior,1,1,0,0,safe,safe,-1
2023,tokio,ca9f7ee9,Attr,Performance,17,2,0,0,safe,safe,-1
2023,tokio,cbb3c155,Alg,Panic,162,21,0,1,safe,safe,-2
2023,tokio,d46c844b,Num,Panic,6,3,0,1,safe,safe,0
2023,tokio,eaba9712,Doc,Behavior,3,1,0,0,safe,safe,-1
2023,tokio,f5f2b58b,Doc,Behavior,16,3,0,0,safe,safe,-1
